Stock Symbol,Company Name,Stock Exchange,Cpn Rate/Ann Amt,LiqPref/CallPrice,Call Date/Matur Date,Moodys/S&P Dated,Distribution Dates,15% Tax Rate,Parent Company,IPO,Total IPO Units,$ Per,Previous Ticker Symbol,Change Symbol Date,Market Value
BAC-E ,Bank of America,NYSE,Variable n.a.,$25.00 $25.00 ,11/15/2011 None  ,Baa3BBB-5/05/2021,2/15 - 5/15 - 8/15 & 11/15Cl,YES,BAC,11/1/2006,74.00 Million Shares,$25.00/share.,BACXO,11/13/2006,$1.85 Billion
C-N   ,Citigroup Capital XIII,NYSE,FixFloat n.a.,$25.00 $25.00 ,10/30/2015 10/30/2040  ,Baa3BB+1/20/2021,1/30 - 4/30 - 7/30 & 10/30Cl,No,C,10/1/2010,89.84 Million Shares,$25.00/share.,CIGTP,10/06/2010,$2.2 Billion
TNP-F ,Tsakos Energy Navigation,NYSE,FixFloat $2.38  ,$25.00 $25.00 ,7/30/2028 None  ,NF NF 6/12/2020,1/30 - 4/30 - 7/30 & 10/30Cl,YES,TNP,6/21/2018,5.40 Million Shares,$25.00/share.,TSSKF,7/06/2018,$135.0 Million
GNE-A ,Genie Energy Ltd,NYSE,Variable n.a.,$8.50 $8.59 ,10/11/2016 None  ,NF NF 12/16/2020,2/15 - 5/15 - 8/15 & 11/15Cl,YES,GNE,10/16/2012,1.60 Million Shares,$8.50/share.,-,-,$11.2 Million
SB-C  ,Safe Bulkers,NYSE,8.00%$2.00  ,$25.00 $25.00 ,5/31/2019 None  ,NF NF 1/20/2021,1/30 - 4/30 - 7/30 & 10/30Cl,YES,SB,4/30/2014,2.00 Million Shares,$25.00/share.,SBLKF,5/09/2014,$50.0 Million
SB-D  ,Safe Bulkers,NYSE,8.00%$2.00  ,$25.00 $25.00 ,6/30/2019 None  ,NF NF 1/20/2021,1/30 - 4/30 - 7/30 & 10/30Cl,YES,SB,6/23/2014,2.80 Million Shares,$25.00/share.,SBFKF,7/03/2014,$70.0 Million
GS-K  ,Goldman Sachs Group,NYSE,FixFloat $1.59  ,$25.00 $25.00 ,5/10/2024 None  ,Ba1BB1/20/2021,2/10 - 5/10 - 8/10 & 11/10Cl,YES,GS,4/21/2014,28.00 Million Shares,$25.00/share.,GSSCL,5/01/2014,$700.0 Million
GS-J  ,Goldman Sachs Group,NYSE,FixFloat $1.38  ,$25.00 $25.00 ,5/10/2023 None  ,Ba1BB1/20/2021,2/10 - 5/10 - 8/10 & 11/10Cl,YES,GS,4/17/2013,40.00 Million Shares,$25.00/share.,GSGIL,4/26/2013,$1000.0 Billion
GS-D  ,Goldman Sachs Group,NYSE,Variable n.a.,$25.00 $25.00 ,5/24/2011 None  ,Ba1BB1/20/2021,2/10 - 5/10 - 8/10 & 11/10Cl,YES,GS,5/18/2006,30.00 Million Shares,$25.00/share.,GSGRP,6/07/2006,$750.0 Million
GS-C  ,Goldman Sachs Group,NYSE,Variable n.a.,$25.00 $25.00 ,10/31/2010 None  ,Ba1BB1/20/2021,2/10 - 5/10 - 8/10 & 11/10Cl,YES,GS,10/25/2005,8.00 Million Shares,$25.00/share.,GSGDP,11/03/2005,$200.0 Million
GS-A  ,Goldman Sachs Group,NYSE,Variable n.a.,$25.00 $25.00 ,4/10/2010 None  ,Ba1BB1/20/2021,2/10 - 5/10 - 8/10 & 11/10Cl,YES,GS,4/18/2005,28.00 Million Shares,$25.00/share.,GSGIL,4/25/2005,$700.0 Million
RILYL ,B. Riley Financial,NGM,7.38%$1.84375 ,$25.00 $25.00 ,9/04/2025 None  ,NF NF 2/02/2021,1/31 - 4/30 - 7/31 & 10/31Cl,YES,RILY,9/1/2020,1.30 Million Shares,$25.00/share.,-,-,$32.5 Million
PNC-P ,PNC Financial Services Group,NYSE,FixFloat $1.53  ,$25.00 $25.00 ,5/01/2022 None  ,Baa2BBB-1/20/2021,2/1 - 5/1 - 8/1 & 11/1Click ,YES,PNC,4/20/2012,60.00 Million Shares,$25.00/share.,PNUFL,5/01/2012,$1.5 Billion
FRC-J ,First Republic Bank,NYSE,4.70%$1.18  ,$25.00 $25.00 ,12/31/2024 None  ,Baa3BBB-9/09/2020,1/30 - 4/30 - 7/30 & 10/30Cl,YES,FRC,11/25/2019,14.00 Million Shares,$25.00/share.,FRCJL,12/04/2019,$350.0 Million
FRC-K ,First Republic Bank,NYSE,4.13%$1.03125 ,$25.00 $25.00 ,10/30/2025 None  ,Baa3BBB-9/09/2020,1/30 - 4/30 - 7/30 & 10/3Cli,YES,FRC,9/9/2020,20.00 Million Shares,$25/share.,FRCLL,9/17/2020,$500.0 Million
FRC-L ,First Republic Bank,NYSE,4.25%$1.0625 ,$25.00 $25.00 ,3/30/2026 None  ,Baa3BBB-1/29/2021,1/30 - 4/30 - 7/30 & 10/30Cl,YES,FRC,1/28/2021,26.00 Million Shares,$25.00/share.,FRCLP,2/11/2021,$650.0 Million
ALTG-A,Alta Equipment Group Inc. Depositary Shares Series A Cumulative Preferred Stock,NYSE,10.00%$2.5 ,$25.00 $25.00 ,12/22/2025 None  ,NR NR 12/18/2020,1/31 - 4/30 - 7/31 & 10/3Cli,YES,ALTG,12/16/2020,1.19 Million Shares,$25/share.,ALEQP,1/05/2021,$29.8 Million
MINDP ,MIND Technology,NGS,9.00%$2.25  ,$25.00 $25.00 ,6/08/2021 None  ,NF NF 11/20/2020,1/31 - 4/30 - 7/31 & 10/31Cl,YES,MIND,6/2/2016,"320,000 Shares",$25.00/share.,-,-,$7.8 Million
NREF-A,NexPoint Real Estate Finance,NYSE,8.50%$2.125 ,$25.00 $25.00 ,7/24/2025 None  ,NF NF 7/20/2020,1/25 - 4/25 - 7/25 & 10/25Cl,No,NREF,7/15/2020,2.30 Million Shares,$25/share.,NREFP,7/27/2020,$50.0 Million
CODI-C,Compass Diversified Holdings,NYSE,7.88%$1.97  ,$25.00 $25.00 ,1/30/2025 None  ,NR NF 9/29/2020,1/30 - 4/30 - 7/30 & 10/30Cl,No,CODI,11/13/2019,4.00 Million Shares,$25.00/share.,CMPSP,11/22/2019,$100.0 Million
CODI-B,Compass Diversified Holdings,NYSE,FixFloat $1.97  ,$25.00 $25.00 ,4/30/2028 None  ,NR NF 9/29/2020,1/30 - 4/30 - 7/30 - & 10/30C,No,CODI,3/6/2018,4.00 Million Shares,$25.00/share.,CMPDP,3/16/2018,$100.0 Million
CODI-A,Compass Diversified Holdings,NYSE,7.25%$1.81  ,$25.00 $25.00 ,7/30/2022 None  ,NR NF 9/29/2020,1/30 - 4/30 - 7/30 & 10/30Cl,No,CODI,6/19/2017,4.00 Million Shares,$25.00/share.,CMMPP,7/03/2017,$100.0 Million
NEWTL ,Newtek Business Services Corp.,NGM,5.75%$1.44  ,$25.00 $25.00 ,8/01/2021 8/01/2024  ,NF NF 1/28/2021,2/1 - 5/1 - 8/1 & 11/1Click ,No,IPO,-,-,-,Click for current NEWTL price quote from the NASDAQ
CMRE-D,Costamare,NYSE,8.75%$2.19  ,$25.00 $25.00 ,5/13/2020 None  ,NR NF 1/28/2021,1/15 - 4/15 - 7/15 & 10/15Cl,YES,CMRE,5/6/2015,4.00 Million Shares,$25.00/share.,COZTF,5/15/2015,$100.0 Million
CMRE-E,Costamare,NYSE,8.88%$2.22  ,$25.00 $25.00 ,1/30/2023 None  ,NF NF 1/28/2021,1/15 - 4/15 - 7/15 & 10/15Cl,YES,CMRE,1/25/2018,4.60 Million Shares,$25.00/share.,CTMMF,2/02/2018,$115.0 Million
CMRE-C,Costamare,NYSE,8.50%$2.13  ,$25.00 $25.00 ,1/21/2019 None  ,NF NF 1/28/2021,1/15 - 4/15 - 7/15 & 10/15Cl,YES,CMRE,1/13/2014,4.00 Million Shares,$25.00/share.,CMREF,1/22/2014,$100.0 Million
CMRE-B,Costamare,NYSE,7.63%$1.91  ,$25.00 $25.00 ,8/06/2018 None  ,NF NF 1/28/2021,1/15 - 4/15 - 7/15 & 10/15Cl,YES,CMRE,7/30/2013,2.00 Million Shares,$25.00/share.,-,-,$50.0 Million
T-A   ,AT&T Inc. 5.00% Depositary Shares Perpetual Preferred Stock Series A,NYSE,5.00%$1.25  ,$25.00 $25.00 ,12/12/2024 None  ,Ba1BB+12/16/2020,2/1 - 5/1 - 8/1 & 11/1Click ,YES,T,12/6/2019,48.00 Million Shares,$25.00/share.,ATATL,12/18/2019,$1.2 Billion
DS-B  ,Drive Shack,NYSE,9.75%$2.44  ,$25.00 $25.00 ,3/18/2008 None  ,NF NF 1/20/2021,1/31 - 4/30 - 7/31 & 10/31Cl,YES,DS,3/14/2003,2.50 Million Shares,$25.00/share.,NCT-B,12/29/2016,$62.5 Million
DS-D  ,Drive Shack,NYSE,8.38%$2.09  ,$25.00 $25.00 ,3/15/2012 None  ,NF NF 1/20/2021,1/31 - 4/30 - 7/31 & 10/31Cl,YES,DS,3/14/2007,2.00 Million Shares,$25.00/share.,NCT-D,12/29/2016,$50.0 Million
BFS-D ,Saul Centers,NYSE,6.13%$1.53  ,$25.00 $25.00 ,1/23/2023 None  ,NF NF 1/20/2021,1/15 - 4/15 - 7/15 & 10/15Cl,No,BFS,1/16/2018,3.00 Million Shares,$25.00/share.,SAUZP,1/25/2018,$75.0 Million
OFG-D ,OFG Bancorp,NYSE,7.13%$1.78  ,$25.00 $25.00 ,Called for7/15/2021None  ,NR CCC11/20/2020,1/15 - 4/15 - 7/15 & 10/15Cl,YES,-,-,-,-,
MDLX  ,Medley LLC,NYSE,6.88%$1.72  ,$25.00 $25.00 ,8/15/2019 8/15/2026  ,NF NF 11/20/2020,Suspended!2/15 - 5/15 - 8/15,No,-,-,-,-,$25.0 Million
MDLQ  ,Medley LLC,NYSE,7.25%$1.81  ,$25.00 $25.00 ,1/30/2020 1/30/2024  ,NF NF 11/20/2020,Suspended!1/30 - 4/30 - 7/30,No,-,-,-,-,$30.0 Million
NGL-B ,NGL Energy Partners LP,NYSE,FixFloat $2.25  ,$25.00 $25.00 ,7/01/2022 None  ,NR NR 12/02/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$185.0 Million
WPG-H ,Washington Prime Group,NYSE,7.50%$1.88  ,$25.00 $25.00 ,8/10/2017 None  ,CCC1/20/2021,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,Previous Ticker Symbol: GRT-H    Changed: 1/15/2015
WPG-I ,Washington Prime Group,NYSE,6.88%$1.72  ,$25.00 $25.00 ,3/27/2018 None  ,CCC1/20/2021,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,Previous Ticker Symbol: GRT-I    Changed: 1/15/2015
DBRG-G,DigitalBridge Group,NYSE,7.50%$1.88  ,$25.00 $25.00 ,6/19/2019 None  ,NF NF 12/16/2020,1/15 - 4/15 - 7/15 & 10/15Cl,No,DBRG,6/12/2014,3.00 Million Shares,$25.00/share.,CLNY-G,6/08/2021,$75.0 Million
DBRG-I,DigitalBridge Group,NYSE,7.15%$1.79  ,$25.00 $25.00 ,6/05/2022 None  ,NF NF 12/16/2020,1/15 - 4/15 - 7/15 & 10/15Cl,No,DBRG,5/24/2017,12.00 Million Shares,$25.00/share.,CLNY-I,6/08/2021,$300.0 Million
DBRG-H,DigitalBridge Group,NYSE,7.13%$1.78  ,$25.00 $25.00 ,4/13/2020 None  ,NF NF 12/16/2020,1/15 - 4/15 - 7/15 & 10/15Cl,No,DBRG,4/8/2015,10.00 Million Shares,$25.00/share.,CLNY-H,6/08/2021,$250.0 Million
DBRG-J,DigitalBridge Group,NYSE,7.13%$1.78  ,$25.00 $25.00 ,9/22/2022 None  ,NF NF 12/16/2020,1/15 - 4/15 - 7/15 & 10/15Cl,No,DBRG,9/14/2017,11.00 Million Shares,$25.00/share.,CLNY-J,6/08/2021,$275.0 Million
LTSL  ,Ladenburg Thalmann Financial Services,OTOTCnOTOTCps,6.50%$1.63  ,$25.00 $25.00 ,11/30/2020 11/30/2027  ,NF NF 12/16/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,LTS*,11/16/2017,2.90 Million Notes,$25.00/note.,-,-,$71.7 Million
PEI-B ,Pennsylvania Real Estate Investment Trust,NYSE,7.38%$1.84  ,$25.00 $25.00 ,10/11/2017 None  ,NR NF 12/02/2020,Suspended!3/15 - 6/15 - 9/15,No,-,-,-,-,$89.8 Million
PEI-C ,Pennsylvania Real Estate Investment Trust,NYSE,7.20%$1.80  ,$25.00 $25.00 ,1/27/2022 None  ,NR NF 12/02/2020,Suspended!3/15 - 6/15 - 9/15,No,-,-,-,-,$150.0 Million
PEI-D ,Pennsylvania Real Estate Investment Trust,NYSE,6.88%$1.72  ,$25.00 $25.00 ,9/15/2022 None  ,NR NF 12/02/2020,Suspended!3/15 - 6/15 - 9/15,No,-,-,-,-,$120.0 Million
AHT-D ,Ashford Hospitality Trust,NYSE,8.45%$2.11  ,$25.00 $25.00 ,7/18/2012 None  ,NF NF 9/10/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$45.2 Million
AHT-F ,Ashford Hospitality Trust,NYSE,7.38%$1.84  ,$25.00 $25.00 ,7/15/2021 None  ,NF NF 9/10/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$76.0 Million
AHT-F ,Ashford Hospitality Trust,NYSE,7.38%$1.84  ,$25.00 $25.00 ,7/15/2021 None  ,NF NF 9/10/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$76.0 Million
AHT-G ,Ashford Hospitality Trust,NYSE,7.38%$1.84  ,$25.00 $25.00 ,10/18/2021 None  ,NF NF 9/10/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$113.0 Million
AHT-H ,Ashford Hospitality Trust,NYSE,7.50%$1.88  ,$25.00 $25.00 ,8/25/2022 None  ,NF NF 9/10/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$69.2 Million
AHT-I ,Ashford Hospitality Trust,NYSE,7.50%$1.88  ,$25.00 $25.00 ,11/17/2022 None  ,NF NF 9/10/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$88.5 Million
DTLA- ,Brookfield DTLA Fund Office Trust Investor,NYSE,7.63%$1.91  ,$25.00 $25.00 ,1/30/2009 None  ,NF NR 1/28/2021,Suspended!1/31 - 4/30 - 7/31,No,-,-,-,-,Previous Ticker Symbol: MPG-A    Changed: 10/15/2013
HOVNP ,Hovnanian Enterprises,NGM,7.63%$1.91  ,$25.00 $25.00 ,7/12/2010 None  ,CaC4/04/2021,Suspended!1/15 - 4/15 - 7/15,YES,-,-,-,-,$125.0 Million
PFXNL ,PhenixFIN Corp.,NGM,6.13%$1.53  ,$25.00 $25.00 ,3/30/2016 3/30/2023  ,NF NF 1/05/2021,3/30 - 6/30 - 9/30 & 12/30Cl,No,PFX,3/12/2013,2.40 Million Notes,$25.00/note.,MCV,1/04/2021,$60.0 Million
MFINL*,Medallion Financial Corp.,NGS,9.00%$2.25  ,$25.00 $25.00 ,4/15/2020 4/15/2021  ,NF NF 11/20/2020,1/15 - 4/15 - 7/15 & 10/15Cl,No,MFIN,4/12/2016,1.20 Million Notes,$25.00/note.,-,-,$30.0 Million
MH-A  ,Maiden Holdings Ltd,NYSE,8.25%$2.06  ,$25.00 $25.00 ,8/29/2017 None  ,NF NF 12/16/2020,Suspended!3/15 - 6/15 - 9/15,YES,-,-,-,-,$138.0 Million
MH-C  ,Maiden Holdings Ltd,NYSE,7.13%$1.78  ,$25.00 $25.00 ,12/15/2020 None  ,NF NF 12/16/2020,Suspended!3/15 - 6/15 - 9/15,YES,-,-,-,-,$135.0 Million
MH-D  ,Maiden Holdings Ltd,NYSE,6.70%$1.68  ,$25.00 $25.00 ,6/15/2022 None  ,NF NF 12/16/2020,Suspended!3/15 - 6/15 - 9/15,YES,-,-,-,-,$123.0 Million
NBR-A*,Nabors Industries Ltd.,NYSE,6.00%$3.00  ,$50.00 $50.00 ,5/01/2021 5/01/2021  ,NR NR 4/04/2021,0.1144@$9.30+ 0.1372@$7.75,"2/1, 5/1, 8/1 & 11/1Click ",YES,-,-,-,-,$125.0 Million
PRIF-B*,Priority Income Fund,NYSE,6.25%$1.56  ,$25.00 $25.00 ,Called for5/07/202112/31/2,NF NF 3/24/2021,3/31 - 6/30 - 9/30 & 12/31Cl,Variable,"Security has been Called for:  Friday, May 7, 2021",10/19/2018,"900,000 Shares",$25.00/share.,-,-,$22.5 Million
RHE-A ,Regional Health Properties,AMEX,10.88%$2.72  ,$25.00 $25.00 ,12/01/2017 None  ,NF NF 4/04/2021,Suspended!3/31 - 6/30 - 9/30,YES,-,-,-,-,Previous Ticker Symbol: ADK-A    Changed: 10/02/2017
SOHOB ,Sotherly Hotels,NGM,8.00%$2.00  ,$25.00 $25.00 ,8/23/2021 None  ,NF NF 11/20/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$40.2 Million
SOHOO ,Sotherly Hotels,NGM,7.88%$1.97  ,$25.00 $25.00 ,10/15/2022 None  ,NF NF 11/20/2020,Suspended!1/15 - 4/15 - 7/15,No,-,-,-,-,$38.8 Million
TEMP23,GM Financial Company,,Reset Rate $57 ,"$1,000.00 $1,000.00 ",9/30/2030 None  ,Ba2BB+11/25/2020,03/30 & 09/30Click for MW ,YES,GM,9/9/2020,"500,000 Shares",$1000/share.,-,-,$500.0 Million
TGH-A ,Textainer Group Holdings Ltd Series A Cumulative Perpetual Preference Shares,NYSE,Reset Rate $1.75 ,$25.00 $25.00 ,6/15/2026 None  ,NR NR 4/07/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,TGH,4/6/2021,6.00 Million Shares,$25.00/share.,TGHLF,4/19/2021,$150.0 Million
WHLRD ,Wheeler Real Estate Investment Trust,NCM,8.75%$2.19  ,$25.00 $25.00 ,9/21/2021 None  ,NF NF 12/02/2020,2.12 $$2.12 ,"Suspended!1/15, 4/15, 7/15",No,-,-,-,-,$40.0 Million
WHLRP ,Wheeler Real Estate Investment Trust,NCM,9.00%$2.25  ,$25.00 $25.00 ,None None  ,NF NF 12/02/2020,5 $5 ,"Suspended!1/15, 4/15, 7/15",No,-,-,-,-,$17.6 Million
XFLT-A,XAI Octagon Float Rate & Alternative Income Term Trust Series 2026 Term Prfd,NYSE,6.50%$1.625 ,$25.00 $25.00 ,3/31/2023 3/31/2026  ,NF NF 3/25/2021,1/31 - 4/30 - 7/31 & 10/31Cl,Variable,XFLT,3/24/2021,1.04 Million Shares,$25.00/share.,-,-,$26.0 Million
